Time Steps,h
95,"[  0.3599996    0.36       -17.219637     0.33413863  -0.1860584
   0.35999015   0.35808367   0.3554166    0.35999802   0.35999998
   0.3599578    0.35940966   0.3568821    0.3592959    0.35968035
   0.35209498   0.36         0.35999018   0.35521224   0.35749814
  -3.6523886    0.34316024   0.35997725   0.35999885   0.34892073
   0.34180287 -11.770009     0.35760653   0.35942096   0.32274914
   0.200645     0.3598702    0.3599963    0.35999998  -0.7148262
   0.35995847   0.35555485   0.35997158   0.3443458    0.3397863
   0.3580762    0.35999888   0.36         0.33669117   0.35132644
   0.35758337   0.3069593    0.34660465   0.35957772   0.35896555
   0.33501533   0.3599999    0.3595437    0.35999334   0.34653205
   0.33553648   0.35717058   0.3574644    0.35930765  -0.37404525
   0.35929963   0.35999954   0.33115932   0.35999703]"
96,"[ 0.35999995  0.36        0.34303957  0.328646   -0.87999964  0.35999852
  0.35933548  0.34536222  0.35999963  0.36        0.35999477  0.35826913
  0.35892925  0.35986954 -0.07007179  0.3502682   0.36        0.35999405
  0.3598405   0.35568208 -0.03706753 -0.05534473 -1.0540452   0.35999727
  0.34899154  0.34183106  0.2075915   0.35940138  0.3599292   0.33989772
  0.34690645  0.35969666  0.35999978  0.36        0.33965993  0.3599989
  0.35956067  0.35549128  0.32684094  0.3415951   0.34602797  0.3599998
  0.36        0.3250594   0.3498575   0.3590105  -1.4717807   0.33502996
  0.35997507  0.358881    0.35757092  0.35999998  0.35999987  0.35999957
  0.33485597  0.34334508  0.35965616  0.3593188   0.35988992 -1.0803567
  0.35989136  0.35999995  0.35624468  0.35999957]"
97,"[ 0.36        0.36        0.34091538  0.35700384  0.2710399   0.35999978
  0.35993797  0.21092555  0.35999998  0.36        0.3599992   0.35954198
  0.3592881   0.3599927   0.27276725  0.33777502  0.36        0.3526811
  0.3599803   0.356324    0.33880568  0.33700982  0.32795644  0.3599998
  0.33173677  0.3334175   0.34026635  0.35994935  0.35999155  0.35679975
  0.34098828  0.359932    0.35999995  0.36        0.33975622  0.35999987
  0.3597938   0.31388238  0.3240423   0.3579476   0.3590513   0.35999998
  0.36        0.32770702  0.33820137  0.3599719   0.35292354  0.32204798
  0.35999724  0.35986456  0.35212922  0.35999808  0.35999995  0.35999995
 -0.10215953  0.35565072  0.3599457   0.35990733  0.359984    0.28472733
  0.35998458  0.2236819   0.3590275   0.35999995]"
98,"[ 0.36        0.36        0.35981753 -0.17949694  0.35141796  0.35999998
  0.3599872   0.35900822  0.36        0.36        0.35999987  0.35998335
  0.3592897   0.35999647 -1.8007702   0.34992594  0.36        0.35999984
  0.3599968  -0.29761434  0.3527582   0.2880211   0.34946024  0.35999995
  0.33296525  0.07931602  0.3504834   0.35998878  0.35999876  0.35921213
 -0.2749012   0.35989845  0.36        0.36        0.35985297  0.35999998
  0.35998824  0.3599463   0.34614232  0.35937896 -1.1870008   0.36
  0.36        0.35154247  0.33709943  0.3599919   0.35888284  0.3422365
  0.35999882  0.3599937   0.35987118  0.36        0.36        0.36
  0.27019694  0.35295543 -0.4597485   0.35998753  0.35999733  0.24222589
  0.35999748  0.00974321 -0.0365926   0.36      ]"
99,"[ 0.36        0.36        0.35812122 -0.1753009  -1.3148733   0.36
  0.35999778 -0.59128046  0.36        0.36        0.35999998  0.35999733
  0.35999307  0.35999924 -1.2966756   0.1958436   0.36        0.35999832
  0.35999954  0.26645207 -0.03634432  0.29632995  0.35859483  0.36
  0.33155283  0.34909135  0.33945012  0.3599977   0.3599998   0.3599575
  0.25230157  0.35999903  0.36        0.36       -0.46082097  0.36
  0.35999784  0.35988298  0.3470623   0.35981658 -0.6608206   0.36
  0.36        0.3519311   0.33820173 -0.0713118   0.3355708  -0.26039362
  0.3599998   0.3599996   0.3599766   0.36        0.36        0.36
  0.32515484  0.3457958  -0.01893413  0.35999784  0.02134699 -0.49884856
  0.35999957  0.3199275   0.26841164 -0.26578826]"
100,"[0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712]"
101,"[-0.07068747  0.24228157 -0.5864281  -0.00901216  0.34618044  0.3264973
  0.32570237 -0.10005909  0.32450902  0.15422249  0.33659184  0.3287983
  0.33279878  0.34416282  0.32480294  0.32823068  0.3034208  -0.33474106
  0.26381993  0.19998077  0.34081516  0.12460695  0.1461074   0.33408085
  0.345353    0.32385704  0.34544528  0.30342078  0.02805114 -0.43220162
  0.33211258 -0.56609     0.33938617  0.13815908  0.32588226  0.3427545
  0.32717568  0.2093583   0.1570472  -0.48706853  0.3342303  -0.10030606
  0.3360807   0.33688328  0.3159665   0.34544522 -0.26069695  0.32925123
 -0.207035    0.0752309   0.32503992  0.31699356 -0.11668462  0.342222
 -0.05192673  0.3298858   0.34322286  0.2659257   0.29312342  0.3246672
  0.32473108 -0.24217612  0.31305164  0.34035876]"
102,"[ 0.15450391  0.14351827  0.18186365 -2.485516    0.31731576  0.3396468
  0.33539683  0.16435668  0.3302973   0.21839954  0.34360626  0.338658
  0.33390588  0.33305073  0.3272342   0.2805443   0.2800805  -0.06214952
  0.31677422 -0.81125     0.33572042 -0.06624079  0.31201506  0.32328612
  0.33565268  0.33621788  0.3358523  -0.11568785 -0.57035327  0.22062427
  0.31942192 -0.97338736  0.33810306  0.3012493   0.33331564  0.34378284
  0.33602396  0.21407461  0.11744858 -0.31601363  0.3236185   0.2711631
  0.32383782  0.3443127   0.34273028  0.323874    0.14397535  0.04916406
 -4.1079497  -0.12039292  0.3378732   0.34413636  0.26344064 -2.9366813
  0.19302002  0.3418551  -4.1235757   0.15878788  0.0194658   0.31179047
  0.2832569   0.32547715  0.33757848  0.33490464]"
103,"[ 0.3275023   0.3015052   0.33889985  0.27225238  0.23615655  0.34546882
  0.32332534  0.32408243  0.3222563   0.3347219   0.32978293  0.16647443
  0.3335234   0.33559906  0.31839797  0.23735672  0.27571958  0.17094018
  0.31709895  0.34128872  0.34119022  0.17750095  0.35096064  0.32625565
 -7.2790885   0.316044    0.33846763  0.27870798  0.3580554   0.26182258
  0.32176587  0.28789073  0.34034654  0.26601335  0.3244993  -2.274982
  0.3166854   0.21959743  0.32470572  0.34785745  0.09878469  0.30744308
  0.31715128 -0.77628994  0.3185313  -0.3859979   0.31331664  0.17424852
  0.3373883   0.3156833  -3.3687215  -5.701455    0.27586955  0.04112095
  0.34962672  0.34775737  0.3430774   0.340848    0.34278157 -0.5278395
  0.31064802  0.3579737   0.15397692  0.31747356]"
104,"[ 3.1915754e-01  2.9699361e-01 -4.0154548e+00  3.4304506e-01
  2.9580760e-01  3.4582344e-01  3.3775091e-01  3.3652198e-01
 -2.8312361e-01  3.1805810e-01  3.2088074e-01 -1.6996390e+00
  3.3231565e-01  3.3531225e-01  2.5982419e-01  3.3262375e-01
  2.7397400e-01  3.5779423e-01 -6.8092346e-04 -7.3363449e+01
 -6.9275879e+01  2.7647054e-01  3.2831651e-01  3.0179819e-01
  3.4404293e-01  3.3531892e-01  3.1995645e-01  2.9626173e-01
  3.4785235e-01  3.4843704e-01 -6.1786252e-01  1.5357524e-01
 -2.3215790e+00  3.3198440e-01  3.3590239e-01  2.0204468e-01
  3.0754945e-01  3.3765122e-01  3.2410428e-01  3.2962140e-01
  3.1501967e-01  3.1495145e-01  3.1967342e-01  3.3910233e-01
 -1.3158611e+00  6.5692961e-03  3.2683906e-01  3.4097764e-01
 -6.1230350e-01  3.4250486e-01  2.9794082e-01  3.5458124e-01
  3.3146983e-01 -9.6364057e-01  3.4737226e-01  3.5016471e-01
 -3.3195915e+00 -2.8513312e-02  3.1832942e-01  1.2295723e-02
 -5.8411974e-01  3.4201300e-01  1.7235526e-01 -7.6388037e-01]"
105,"[ 0.01763973  0.3065464   0.3484639   0.33311749  0.35650578  0.348964
  0.34071428  0.17013715  0.0404478   0.33980066 -0.384273    0.27253604
  0.31172565  0.32119745 -3.190638    0.319073    0.3364804   0.3457585
  0.32062888 -0.65960467 -0.2656473   0.34555626  0.34464842  0.2823388
  0.3542494   0.34595895  0.31577396 -1.7001988  -0.06565791  0.34752673
  0.17481767 -0.7549455   0.314686    0.3183548   0.31696412  0.32802165
  0.11198607 -0.2505557   0.33856738  0.33110392  0.2874303   0.34427506
 -0.02766153  0.30968434  0.3222596   0.14204538 -0.01952097  0.31218082
  0.24609144  0.3407973   0.327331    0.35118133  0.23673032  0.3587631
  0.32399964  0.3505467   0.3426243   0.10906297  0.30204442  0.06060004
  0.35905066  0.04623798  0.3586553   0.32578862]"
106,"[ 0.28609008  0.3282028   0.32135004  0.23245847  0.35267767  0.3482675
 -0.06676602 -0.71819687  0.34300366  0.34950534 -1.5282613   0.32968223
  0.3353359   0.2712382  -0.35562086  0.3535936   0.35807186  0.33330506
  0.3348388   0.28600726  0.25515243  0.3518376   0.3441227   0.28423464
  0.34347808  0.05758175  0.09782386 -0.09734464  0.17019184  0.2884211
  0.13878198 -9.065783   -2.0123625   0.1509483   0.3250664   0.35214415
 -1.0926319   0.30099735  0.32654148  0.33370414  0.30829185  0.31807834
  0.28358498  0.32264733  0.33034647  0.33401915  0.14433655  0.29501092
  0.34634015  0.35118675  0.29642296  0.34591523 -1.0855179   0.29164374
  0.32609254  0.33720082  0.26540294  0.30336285  0.3264575   0.32941604
  0.3569411   0.35393265  0.34735656  0.35734293]"
107,"[ 0.33488652 -5.91646     0.32027015  0.33369476  0.34972894  0.34755278
 -0.06865257 -7.743048    0.31112194  0.35866296  0.28732058  0.33057895
  0.02115631 -0.7568096  -1.8983275   0.35868487  0.35976774 -0.1291489
 -0.2747097   0.32109782  0.12626468  0.34863642  0.08259997  0.30028927
  0.3404461   0.19153422 -0.21608037  0.3374474  -0.08974105  0.05219173
  0.3378852   0.25918904  0.2429772   0.32064033 -0.20773226  0.3430908
  0.31059253  0.02628371  0.28493223  0.33605716  0.35565174  0.35051465
  0.26860088  0.32938802  0.32516626  0.33007094  0.04852015  0.12165076
  0.35025358  0.34958202  0.3517507   0.32777333  0.3360344   0.3338176
  0.27775067  0.33161095  0.3439306   0.34382415  0.3500228   0.35622776
  0.35034674  0.35573006 -0.82028747  0.32941917]"
108,"[ 3.59620035e-01  3.34952474e-01  3.44159007e-01  3.56090099e-01
  3.49617124e-01  3.25539589e-01  3.29670131e-01 -2.57624328e-01
  1.09766692e-01  3.59996885e-01  3.07427973e-01  3.26395988e-01
 -9.97030735e-03  2.03137144e-01 -1.12367833e+00  3.59719992e-01
  2.94269085e-01  3.36659312e-01  1.98790297e-01  3.25743735e-01
  1.03322804e-01 -5.50404191e-02  3.25543821e-01  3.15582752e-01
  2.81382024e-01  1.36930779e-01  2.11450160e-01  3.50921750e-01
  3.10342014e-01  2.73796052e-01  3.49767566e-01  3.21122736e-01
  2.81798124e-01 -3.16695480e+01  3.48029435e-01  3.22411895e-01
 -1.00681555e+00  6.03124797e-02 -2.62842774e-01  3.50510985e-01
  3.42847496e-01  3.47006351e-01  3.03592682e-01  3.32122236e-01
  1.75841883e-01  3.27952206e-01 -1.61661494e+00  2.93191135e-01
  3.51553947e-01 -1.94340646e+00 -1.42657804e+00  3.39045584e-01
  3.25737655e-01  3.38265657e-01 -3.24602356e+01  3.34872752e-01
  3.44080031e-01  3.46783221e-01 -2.36874640e-01  3.58681411e-01
  3.49107832e-01  3.46749216e-01  3.40237945e-01  3.18030477e-01]"
109,"[-3.4288913e-02  3.0301374e-01  1.6107604e-01  3.5937801e-01
  3.4994978e-01  3.4926915e-01  3.5400790e-01  2.8320283e-01
  3.2354096e-01  3.5999212e-01  3.4585476e-01  3.4882432e-01
  3.0657279e-01  2.9598764e-01 -9.3457670e+00  3.5994774e-01
  3.5997880e-01  3.4148133e-01  3.0015624e-01  3.4365207e-01
  3.3537066e-01 -7.0564747e-02  2.2655988e-01 -3.3081561e-01
  3.4223244e-01  5.4978907e-02  3.4469408e-01  3.5374910e-01
 -1.7849134e+00  2.9917166e-01  3.5916170e-01  3.5946530e-01
  3.4554398e-01  2.9378903e-01  2.8569022e-01 -6.7246705e-02
  3.2738343e-01 -5.7469618e-01 -6.2163174e-03  3.3447149e-01
  3.3969936e-01  3.4501058e-01  3.4667453e-01  3.3254853e-01
 -2.7892551e+00  3.2973945e-01  3.0670348e-01 -2.8044853e+00
  3.5195291e-01  1.5593320e-02  2.8255665e-01  3.4783256e-01
  3.3937034e-01  3.3701825e-01  1.8992063e-01  3.4867162e-01
  3.4474251e-01  3.3829007e-01 -7.8666568e-02 -4.4008011e-01
  3.5010067e-01  3.4699833e-01  3.5469648e-01  3.2599282e-01]"
110,"[-0.17858839  0.18404225  0.34952447  0.35484046  0.35003674  0.34748057
 -0.15947217  0.3451554   0.35858515  0.3599984   0.34801984  0.34902844
  0.3548838   0.30941486  0.31598186  0.3599902   0.3598788   0.3131205
  0.32413167  0.3478819   0.14930242  0.3524894  -0.32549322  0.33692735
  0.34266555  0.33581305  0.33907875 -1.4132617   0.06857669  0.32105
  0.359598    0.3581624   0.3484949   0.30670866  0.34836692  0.35749784
  0.323453    0.33018535  0.3539386   0.32683617  0.3395583   0.34510648
  0.3150586   0.34792036  0.20007417  0.30021602  0.35127804  0.12133726
  0.351838    0.35950387  0.33975697  0.34910798 -8.656659   -1.9446625
 -0.8321351   0.35222375  0.3321291   0.33768162  0.2797747  -0.09198874
  0.35065272 -0.15961766  0.35982975  0.30846277]"
111,"[ 0.06144315  0.29061353  0.3469794   0.3597143  -0.6437001   0.34729967
 -8.237922    0.33987185 -0.39561284  0.3599999   0.3583612   0.34999377
  0.35946906  0.32081035  0.3415428   0.3599981   0.3599893   0.3570633
  0.33359796  0.35576808  0.3566353  -0.00892529  0.24187309  0.3434678
  0.34143493  0.34234008 -7.117758    0.34184718 -0.44681382  0.3473525
  0.3599716   0.35943332  0.34695518  0.32870656  0.33430874  0.33862555
 -0.24140918  0.3005761   0.33520386  0.3484651   0.3396505   0.3455844
  0.34191132  0.34680188  0.27649403  0.3380393   0.34061754  0.3499791
  0.351698    0.34567004  0.34754962 -0.3604722   0.30568036  0.35038745
  0.32655084  0.3361623   0.33019227  0.33789146  0.2996062   0.32910702
  0.35070983  0.3283143   0.3599064  -1.9869388 ]"
112,"[ 0.34406155 -0.1466673  -0.62407124  0.3599846  -0.11805204  0.34760994
  0.26215985  0.34739333  0.33822477  0.36        0.35893458  0.350233
  0.35889584  0.32745618  0.10494342  0.35999963 -0.39380342  0.35844162
  0.3491971   0.35902053  0.33284563  0.28280622  0.3492374   0.35914958
  0.3281812   0.01506117  0.19502173  0.3291666   0.3469482  -4.6132913
  0.3599961   0.3586884   0.35331357  0.32888106  0.33441123  0.34535012
  0.34163105 -0.15894783  0.33989722  0.3587815   0.33965433  0.33358186
  0.34913185  0.34634018  0.3352126   0.34799856  0.34942278  0.3550885
  0.344525   -3.1866179   0.3504753   0.34479105  0.35319313  0.35299817
  0.33028957  0.34854826  0.33318081  0.35705152  0.30467343  0.35407278
  0.31349525  0.32809854  0.35999206 -0.2733811 ]"
113,"[ 0.3323923   0.356337    0.16208479  0.35841492  0.35845268  0.34770715
 -7.3590865   0.16053437  0.35823607  0.36        0.3598851   0.35012674
  0.35996962  0.35417676  0.29581976  0.35999995  0.3570637  -0.26605636
  0.3389605  -0.32670736  0.33626536 -0.05398437  0.3358903   0.35955992
  0.34038556  0.17966846  0.31152245  0.35582328  0.350302   -0.67729414
  0.1448274   0.35998946 -1.6128532   0.32773262  0.34702772  0.32599804
  0.34544864  0.22655332  0.34814596  0.3598942   0.33962473  0.34758312
  0.33600187  0.267757    0.3560868   0.34916824  0.3462136   0.346112
  0.35218123  0.34682587  0.34942862  0.35061702 -7.105062    0.34251973
  0.34693578  0.34616825  0.27767223  0.35938603  0.29346466  0.34919712
  0.35066184  0.3409807   0.35999975  0.32686308]"
114,"[ 0.356707    0.34986168  0.34860536 -1.6193923   0.35710728  0.34772122
  0.29759532  0.35218248  0.34183118 -0.222283    0.359996    0.35001713
  0.3599958   0.35897586  0.35507035  0.36        0.34785688 -0.68325055
  0.34856737  0.12959833  0.34343827  0.24507442  0.3475686  -0.15434414
  0.35863754  0.3537565   0.34823123  0.35903394  0.35894752  0.35092983
  0.00632563  0.3599982   0.34079385  0.34378734  0.349765    0.33028927
  0.32609016  0.34400982  0.02581102  0.3599961   0.3573132   0.34307632
  0.35941443  0.35271347  0.34827578  0.34906033  0.35936308 -0.8381783
  0.35213274  0.34904665  0.35923368  0.3494825  -0.17261147  0.34054002
  0.34203568  0.3382673   0.34865114  0.35977918  0.341336    0.34880003
  0.3515251   0.34375715  0.35999992  0.32776797]"
115,"[-0.08083493  0.35943016  0.35586157  0.31868568  0.35155886  0.34772497
  0.33538786  0.35469878  0.19748263  0.35157782  0.3599996   0.34994337
  0.3599992   0.3599425  -0.8359493   0.36       -0.9884937   0.34595174
 -0.87703025  0.28189895  0.34523374  0.33951524  0.33556128  0.18173577
  0.3591622   0.3352109   0.34840855  0.193228    0.35991725  0.34574553
  0.19672398  0.3599997   0.31783623 -0.15900809  0.34921905  0.35859627
  0.33860415  0.34948948  0.22274956  0.35999903  0.35939875  0.34586126
 -1.7140123   0.348784    0.3575693   0.34935603  0.35859832  0.34907094
  0.35157835  0.34436086  0.35852018 -5.2705436   0.32192853  0.34100255
  0.10416439  0.35911807  0.33792564 -0.14163578  0.34938818  0.35643017
  0.35067618  0.34376505  0.35999998  0.3408802 ]"
116,"[-0.01083687 -0.27338183  0.34014472  0.35913658  0.3463248   0.3477273
  0.34327662  0.35079545  0.35886872 -1.7220019   0.35999995  0.3499063
  0.3595148   0.35999098  0.17310053  0.36        0.24746507  0.35246328
  0.2645925   0.34744924  0.32621238  0.34466806  0.3488737  -0.17958778
  0.35942248  0.3561551  -0.07972133 -0.81128144  0.3599858   0.3472394
  0.35079452  0.35999995  0.3504143   0.33063152  0.35935     0.35889748
  0.34166676  0.35912603 -0.260471    0.3599998   0.3599467   0.34614018
  0.25268042  0.35861564  0.35915807  0.3499035   0.359446    0.33332253
  0.35144827  0.34318626  0.35968328  0.34137523  0.3436448   0.3413109
  0.3570913   0.358889    0.33203685  0.3140191   0.3516542   0.04628006
  0.3503812   0.34347394  0.3599979   0.35041037]"
117,"[ 0.33608752 -0.10206673  0.34007925  0.35983998  0.3482063   0.22090624
  0.34355184  0.3493717   0.35977533  0.34146762  0.36        0.34985536
  0.35158738  0.35999742  0.34230036  0.36        0.12186038  0.35780546
  0.0813272   0.3343769   0.32417402  0.21219698  0.35803032 -0.663061
  0.31123015  0.35965538  0.19375113  0.00795484  0.1851153   0.14801997
  0.07992199  0.36        0.35802734  0.3201326   0.35852954  0.35986087
  0.34078637  0.35932106  0.18157622  0.35999998  0.35998756  0.3458512
  0.34089303  0.35910952  0.35993814  0.35753295  0.3599887  -1.8850538
  0.3353211   0.34337923  0.35998613 -0.14802963  0.3515279   0.3576929
  0.3052825   0.35962135  0.3344113   0.35361716  0.347112    0.35454375
  0.3504653  -0.7206105   0.26494616  0.34679806]"
118,"[ 0.23984386  0.33794653  0.35785127 -0.7209121   0.35974172  0.2674246
  0.33949855  0.34950495  0.3599714   0.35933396  0.36        0.35009074
  0.35946986  0.3599923   0.3534502   0.36        0.2699166   0.3548321
  0.29661956  0.17368338  0.34627664  0.27715686  0.3595151   0.2869234
  0.32698295  0.359922    0.33574787  0.34613094  0.35972923  0.34754342
 -0.4635808   0.36       -0.15436447  0.35941526  0.35968482  0.3599908
  0.34210977  0.3599591  -0.3035667   0.36        0.3599974   0.34592983
  0.3534676   0.3524927   0.35998645  0.35893917  0.35999683 -0.30048662
  0.34161562  0.35832736  0.35999772  0.27651584  0.35838205  0.3594115
 -1.9355515   0.35998777  0.3345337   0.35887378  0.3574853   0.33848447
  0.33238858  0.31235614 -0.07110435  0.33566433]"
119,"[ 0.3562061   0.35420537  0.35872766  0.339175    0.35859296  0.34893385
  0.3580464   0.3497134   0.35999417  0.35980642  0.36        0.35869944
  0.35997     0.35999978  0.34919873  0.36        0.28128472 -7.072382
  0.3387767   0.30586106  0.3433877   0.29584837  0.35961446  0.26499015
  0.3522346   0.35999128  0.34963346  0.35468495  0.35955608  0.34734917
  0.06233716  0.36        0.31461042  0.35884753  0.35998678  0.21593797
  0.34203807  0.35999823  0.32501954  0.36        0.3584617   0.3271522
  0.34032884  0.35999647  0.35999566  0.35977307  0.35999918  0.34554535
  0.31128296  0.35889027  0.3599997   0.3268332   0.35888743  0.35994846
  0.29585856  0.35999912  0.15136093  0.35980833  0.35919097  0.35755625
  0.3453031   0.26417774  0.3411145   0.33109772]"
120,"[0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712]"
121,"[ 3.41063410e-01  3.23049724e-01  1.51323229e-01  1.27365083e-01
 -1.24598056e-01  3.26351047e-01  3.42433363e-01  3.29496056e-01
 -1.75821424e-01  3.35856825e-01  3.26351047e-01  5.37246466e-04
  3.13051701e-01  3.27044815e-01  3.28798264e-01  3.36397052e-01
  3.43651801e-01  3.46943229e-01 -1.46349049e+00  1.81690201e-01
  2.86243647e-01  3.09314221e-01 -4.87134457e-01 -3.24473333e+00
  2.48569548e-02 -3.79829049e-01 -4.15092587e-01  3.42222005e-01
 -7.36629128e-01  3.36570829e-01  3.18813413e-01  3.25292557e-01
  7.01660216e-02 -2.89421439e-01  2.12176800e-01 -1.06853259e+00
  3.09314221e-01  3.31130356e-01  3.28250855e-01  3.32112670e-01
  3.23049724e-01 -1.85392976e-01  3.40086758e-01  3.21396440e-01
  3.41038615e-01 -7.07230210e-01 -7.71149397e-02  2.46089756e-01
  3.16993564e-01  3.18937302e-01  3.45445246e-01  3.17623407e-01
  4.23643589e-02  3.34922373e-01 -2.53919220e+00  3.24213713e-01
 -6.85214400e-01  3.24667215e-01  2.41991207e-01  3.40086788e-01
 -7.01636648e+00  2.93239057e-01  2.45016605e-01  3.36577386e-01]"
122,"[ 2.5873855e-01  3.3481088e-01  2.3377265e-01  1.8557876e-01
  1.6248862e-01  3.3245435e-01  3.2703349e-01  3.3965459e-01
  3.3820623e-01  3.4123978e-01 -1.7868036e-01 -4.4361305e-01
  3.3555910e-01  3.3683223e-01  3.3863270e-01  1.7256397e-01
  3.3192006e-01  3.3902445e-01  1.2883970e-01 -2.4377022e+00
  2.6798254e-01 -3.5523033e+00  2.4877416e-01 -5.6246895e-01
 -2.5420332e+00 -3.7922668e-01  2.2251436e-01  3.2299620e-01
  7.5746864e-02  3.4328723e-01  3.4533536e-01  2.9756868e-01
  2.5492078e-01  2.6273221e-01 -1.7496735e+00 -2.6106834e-03
  3.0927238e-01  1.3062972e-01  3.3574715e-01  3.1942192e-01
  3.2703260e-01  2.1469775e-01  3.3938572e-01  3.2998821e-01
  3.4107035e-01  3.1505322e-01 -6.9005775e-01 -2.3498923e-02
  3.4851629e-01  1.5862472e-01  3.5754967e-01 -2.1690434e-01
  1.4708504e-01  3.4010524e-01  2.9945448e-01  3.0606917e-01
  7.1333528e-02 -1.0244564e+01  4.4094294e-02  2.9310828e-01
  3.2653040e-01  1.3911399e-01  3.4321395e-01  1.7292890e-01]"
123,"[-0.10012108  0.34026405 -0.30457753 -1.1747524   0.2861654   0.3225962
 -1.1365004  -0.09819841  0.09300002  0.34404373  0.2770208   0.2854718
  0.33949223  0.28481716  0.3277175   0.3351162   0.33450317  0.32098413
 -1.0778576  -1.8375951   0.3265431   0.2151908   0.33165073  0.34727225
  0.30913103  0.3414661   0.29816428  0.22409628  0.3178444   0.34197688
  0.3394398   0.11589473  0.03778082  0.3344674   0.2841375  -0.33652502
  0.22667153 -1.2891396   0.34276062 -0.1549452   0.22577167  0.24062316
  0.34298217  0.3140074   0.32643282  0.35801873  0.05361038  0.2513731
  0.31502187 -0.20778298  0.2778477   0.32315975  0.2925348   0.2187042
  0.27293032  0.31696382  0.32661408  0.34556848 -5.000467   -0.16599256
  0.32996818  0.17956188 -1.2352854   0.33671424]"
124,"[ 0.34511796  0.34236875  0.33068457  0.1794976   0.30589986  0.31151187
  0.19932343  0.34829056  0.25942922  0.32550493  0.23622203  0.28180525
  0.11022745  0.32427424  0.32400066  0.34666628  0.3361472   0.32164776
 -0.11398762  0.35804582  0.34336603  0.16384688  0.33750528 -1.3546863
  0.354506    0.34077495  0.3462232   0.3298759   0.3394741   0.2880542
  0.3499591  -0.8923961   0.01288992  0.28590655  0.32246965  0.334861
  0.2882017   0.34311056  0.34731814  0.10934687  0.04413453  0.3487919
  0.3227824  -1.1162801   0.02584773  0.34148183  0.31225565  0.27984557
  0.2877769   0.23116994  0.31763628 -1.7112957   0.3327912  -0.50921047
  0.31514803 -1.8628596   0.34454292  0.33892846  0.30796736  0.09699458
 -0.2525801   0.32371676  0.28443897  0.34197357]"
125,"[ 0.33504456  0.34241173  0.32279834  0.32514718  0.3263061   0.3393926
  0.3520113   0.34321538 -0.00412774 -2.7375765   0.32271382  0.33253074
  0.3496518   0.31539714  0.32734302  0.34383306  0.33700922  0.32935444
  0.24402231  0.33276302  0.32651055 -0.03601205  0.33818245  0.04530442
  0.1475181   0.13887255  0.32807222  0.24449259  0.34873316  0.33354098
  0.34950018  0.22717205 -0.46334338 -0.09305191  0.3299896   0.32429332
  0.3063036   0.34323093  0.34634182  0.20744698  0.28016254  0.32677278
  0.32124475  0.15498483  0.28943765  0.34609324  0.3394142   0.32710883
  0.35373762  0.34170157  0.3139257   0.17236647  0.01578364 -0.14896125
 -0.08676603 -0.36910743  0.33551475  0.32471097  0.22176658 -0.0098781
  0.18785074 -0.4405318   0.29649645  0.26820192]"
126,"[ 0.3038247   0.3574572   0.34947476  0.3506626   0.33149913  0.32735223
  0.3330481   0.34717607  0.27632278  0.33137673  0.30822575  0.34601378
  0.34342268  0.33825728  0.29522654  0.34498224  0.3368242   0.33241168
  0.35730764  0.34467465  0.320293    0.33390555  0.2504379   0.285596
  0.17786458 -1.0101404   0.34461844 -1.1881684   0.35027105  0.3191858
  0.349013    0.01807731  0.27593678  0.21444996  0.3395826   0.33411545
  0.35135034  0.33511543  0.3586929   0.3123248  -0.04581416  0.33361226
  0.2951475   0.30284107  0.35193157  0.32987362  0.34674603  0.35020912
 -1.1465877   0.32298326  0.32803425  0.3019603   0.2122529   0.26514074
 -0.07247144  0.31360483  0.31844878  0.35457802  0.30034232  0.27484623
  0.35154402  0.30510134  0.07697105  0.22497989]"
