Time Steps,h
128,"[-2.4710293   0.34715885  0.33719072  0.34065595  0.34640783  0.31209493
  0.32772386  0.3422614   0.18608423  0.3301494   0.3394292   0.24482492
  0.34503117  0.31668392  0.3133503   0.323224    0.2703346   0.33533746
  0.3454151   0.30797237  0.34831202  0.34861976 -0.13605773 -0.51007247
  0.34378827  0.35077026  0.3518424   0.34414026 -0.03967547  0.3283165
  0.3586253  -0.16979152 -0.17163014  0.29899335  0.3193984   0.3454058
  0.24249741  0.35982624  0.2074246  -0.37611604  0.3189054   0.26453027
  0.3375231   0.34729204 -0.4555118   0.18243591  0.33510962  0.15385945
 -0.65225875  0.2885143   0.32215667  0.22270131  0.34538084  0.34289965
  0.28229758  0.35025322  0.35073084 -0.17548883  0.20819536  0.30560297
  0.28502947  0.3362362   0.34195063  0.08432582]"
129,"[ -1.9148885    0.32638365   0.34305954   0.10268262   0.3567339
   0.34369507  -0.26501846   0.35637775   0.3507889    0.34524986
   0.3442951    0.33768195  -0.95228887   0.34512743   0.34432766
   0.33027124   0.35421968   0.3570071    0.3491897   -0.50526994
   0.35032153   0.34857976   0.31401727  -0.48063993   0.34370872
   0.3454339   -0.77245903   0.3570711    0.20393687   0.3319297
   0.35657766   0.28995234   0.34446698   0.3405947    0.32555422
   0.34320986   0.3301497   -0.39306206   0.32887053  -0.3633734
   0.35252813   0.3300712    0.3391308    0.34657097   0.23628074
   0.34792006   0.34338322  -4.401114     0.3243761    0.3142028
   0.30659157  -4.4676685    0.34526822   0.3588318   -0.961028
   0.32642972  -0.36222506   0.20531955 -13.000785     0.3488266
  -1.6266398    0.35836124   0.15422903   0.34410578]"
130,"[ 0.3192228   0.17183276 -8.812401   -3.0280824   0.35915786 -1.132774
  0.32978052  0.35591212  0.33860847  0.341807   -7.250074    0.34929612
 -0.5612045   0.3492864   0.35002065  0.34594157  0.33359954  0.359051
  0.34820092  0.23333511  0.34700418  0.34800306  0.3350415   0.19660084
  0.3436895   0.34088832 -0.4938894   0.14923728  0.27944982  0.33389348
  0.33373964  0.3344933   0.16808139 -0.0497334   0.3270781   0.34285814
  0.35571745 -0.85512245 -0.72493804  0.3086941  -2.8541632   0.3382832
  0.339706    0.34634596 -0.34891754 -2.087667    0.33964914  0.32945845
 -1.8044132   0.31706426  0.32979077  0.27675092  0.3329074   0.3599462
 -0.91452897  0.31066635 -2.6904593   0.07900241  0.2988832  -2.1557407
  0.25860494  0.35965484 -5.340054    0.3546199 ]"
131,"[ 0.34613246  0.35317644  0.31189856  0.22663121  0.3598613   0.25696662
  0.34273067  0.35023287  0.33712956  0.34350848  0.3300264   0.359136
  0.33988908  0.31622463  0.3500592   0.3498934   0.34341958 -0.11298364
  0.34774625 -0.7497393   0.1021055   0.33080336  0.34310058  0.32899004
  0.34368733  0.3414201   0.27335072  0.02013204  0.33178258 -2.7503529
  0.3446993  -0.08365744 -0.01294386 -0.6818365   0.33548623  0.34280095
  0.3593177   0.33963126  0.24829537  0.3215677   0.268471    0.33603123
  0.34790385  0.34518528  0.3195872   0.33213112  0.32756415  0.3528222
 -0.8360101   0.34586608  0.3331639   0.34910586  0.1482114   0.35999578
  0.31486198  0.3074027   0.2889254   0.02959943  0.33830547 -1.0368251
  0.334944    0.35985526  0.15669273  0.34450516]"
132,"[ 0.18073021  0.34666115  0.33384925  0.34315357  0.35997784  0.34665537
  0.2818497   0.35032204  0.33889574 -2.4108362   0.19580512  0.3591921
  0.35193515  0.33573508  0.35746878  0.33525333  0.30039632  0.11146194
  0.3476131   0.34893113  0.35965478  0.34281075  0.34887263  0.34042025
  0.34305066  0.34187588  0.34518498  0.20855132  0.3394831   0.35170016
  0.35891217  0.12069209  0.34734875  0.29123837  0.3462073   0.34466437
  0.359735    0.3561412   0.34388462  0.35868877 -2.6792517  -1.6471914
  0.31983697 -0.10442412  0.3490185  -4.8512726   0.34073028  0.26351264
  0.3497031   0.34365845  0.34962875  0.35820743 -0.54862165  0.35999906
  0.34405732  0.3237213   0.34085023  0.29648948 -0.5829102  -0.03788573
  0.07315141  0.13923305  0.2912899   0.33980784]"
133,"[-0.9163039   0.33853057  0.35957158  0.35168147  0.3599961   0.35812455
 -1.1931072   0.3514844   0.3522394   0.25127146  0.34290126  0.35989282
  0.34774548  0.339081   -0.10254723  0.2115905   0.3384686   0.3265607
  0.34757903  0.35670376  0.35035285  0.32885972  0.34800616  0.34781772
  0.3440059   0.3418507  -0.81315875  0.24790257  0.3320705  -0.04278508
  0.35956386  0.33652508  0.20707482  0.3560075   0.32829374  0.349876
  0.35996702  0.35972813  0.3339315   0.16877703  0.15908787  0.35137707
  0.3495656   0.3574675   0.359066    0.34320047 -0.27802587  0.33379045
  0.2738713  -0.30662197  0.35445598  0.3594659  -0.00432986  0.35999992
  0.23415098  0.32952717  0.24039984  0.31462538 -0.18744159  0.29484162
  0.35991552  0.35060853 -0.24100655  0.3431063 ]"
134,"[ 3.5511425e-01  3.4325224e-01 -4.7415466e+00  3.5832852e-01
  3.5999930e-01 -7.2270244e-02  3.2727027e-01  3.5191372e-01
  3.4895295e-01  2.3543067e-01  2.4937683e-01  3.5998961e-01
 -1.5932190e-01 -6.4284587e+00 -7.0474279e-01  3.1473693e-01
  3.4551963e-01  3.3823362e-01  3.5918620e-01  1.2005448e-01
  3.4911227e-01  3.2759878e-01  2.9608196e-01  3.3453447e-01
  3.4367362e-01 -7.2368562e-01 -1.5632409e-01  3.2682759e-01
  3.3285853e-01 -2.1827250e+00  3.5994115e-01  3.4428179e-01
  1.9349372e-01  2.9939365e-01  3.3907413e-01  2.9485807e-01
  2.8741580e-01  3.5843900e-01  3.4598142e-01 -9.2562139e-03
  2.9636967e-01  3.1681627e-01  3.4962398e-01  1.1263630e-01
  3.5960525e-01  9.4883144e-02  1.5935755e-01  3.3360818e-01
 -4.1546607e+00 -6.2221587e-03  3.5252652e-01  3.5975444e-01
  1.0296664e-01  3.6000001e-01 -5.7036889e-01  3.1481829e-01
  3.5657868e-01  3.5706639e-01  3.2535487e-01  3.5540462e-01
 -7.5170904e-02 -3.7563438e+00 -1.7357260e+00  3.4471390e-01]"
135,"[ -0.2163027    0.34253043   0.30560517   0.28885168   0.35999987
  -1.536508    -0.10770991   0.35190445   0.3284381    0.3571759
   0.31279203   0.35999832  -0.73829424   0.05742776   0.3121169
  -0.46518242   0.34164482   0.35848218   0.35845464  -4.583138
   0.35004973   0.35083714   0.33283547  -2.90338      0.3326347
   0.35107157  -0.5212418    0.3403633    0.33101386  -0.76229477
   0.35998973   0.3172732    0.07492942   0.07646295   0.3593795
   0.07586169 -18.974998     0.35995948   0.35847926  -0.927596
   0.342181     0.3582778    0.34851915  -1.8336643    0.35992926
  -1.3583697    0.20921457   0.33664608   0.35207173  -0.38310635
   0.34720847   0.35621196   0.21668202   0.36        -2.9778996
   0.30945945   0.35900354  -2.8596864   -0.8891932    0.35816655
  -5.872412    -0.09623086   0.32989544   0.34491092]"
136,"[ 0.3476508   0.3423808  -0.44878423 -0.6329298   0.35999998  0.32788447
 -0.30916023  0.3518274   0.348266    0.34839642  0.31830773  0.32636914
  0.32661653  0.26850903  0.34256113  0.31280723 -0.98215044  0.35973787
  0.35965893  0.32273278  0.33768693  0.35831502  0.3524804   0.29117352
  0.24152116  0.3514475   0.3334648   0.3339119   0.3466504   0.31576824
  0.35999838  0.33964586  0.19009914 -0.0956139   0.3581449   0.34185392
  0.25762984  0.35999686  0.35939956  0.34166816 -0.06877691  0.35956493
  0.3593347  -0.43456304  0.17020531  0.31043276  0.3579309   0.3142914
  0.26695824  0.34717068  0.3507562   0.3592492   0.3077134   0.36
  0.24461743  0.30916542  0.35824594  0.35064024  0.3539935   0.35947266
  0.2458694  -0.18331599  0.32656968  0.34473658]"
137,"[ 0.32693154  0.14277492  0.34974936  0.27035767  0.36        0.34996432
  0.12575023  0.35967946  0.35840523  0.35812852  0.31148413  0.3599576
  0.35337868 -0.01267239  0.35570642  0.3356633   0.33498764  0.35996023
  0.35998398  0.3561882   0.3318416   0.35896447  0.35959008  0.3053723
 -3.0154686   0.3417581   0.35397145  0.34871557  0.33455172  0.34863743
  0.35999978  0.34554502  0.33298185  0.3492618   0.35963637  0.3556295
 -0.3644073   0.35999963  0.27295768  0.3183639   0.32527918  0.3598396
  0.3585013   0.18152726  0.26050162  0.34152502 -0.0167397   0.35092184
  0.32175213  0.3596542   0.357942    0.35921115 -0.01961881  0.36
  0.2924488   0.32740837  0.35998374  0.3586102   0.35099804  0.3599309
  0.33825356 -0.05115321  0.35740694  0.34459966]"
138,"[ 0.33078447  0.34918857  0.3396227   0.34811068  0.36        0.3446431
  0.308848    0.35876742  0.3591229   0.3596126   0.34432328  0.35999218
  0.35954168  0.33204082  0.35915416  0.35740894  0.34256154  0.35999325
 -0.50103366  0.35892385  0.35082766  0.35990888  0.35996372  0.3585945
  0.25911817  0.06188941 -0.8440131   0.35444036  0.35916194  0.34495747
  0.35999998  0.34889165  0.34967354  0.2321875   0.35999048  0.35939524
  0.3551605   0.35999995  0.3597203   0.3445861   0.2927695   0.3599858
  0.01604402  0.00858152  0.32312632  0.34317583  0.32879826  0.35040516
 -4.029062   -0.04871708  0.3594363   0.3583334  -0.8570596   0.36
  0.191363    0.3314312   0.35999724  0.35958877  0.35802034  0.35999045
 -0.11734885  0.35325575 -2.1837993   0.3445429 ]"
139,"[ 0.358224    0.3344632   0.35710916  0.3567019   0.36       -1.6165084
 -2.0826206   0.35963714  0.3599365   0.35994932  0.3504726   0.3599991
  0.35767737 -1.7600394  -0.20683235  0.35964203  0.34689862  0.35999873
 -1.1640483   0.098656   -8.358279   -4.2201333   0.35999334  0.3571569
  0.35880503 -1.2201896   0.336591    0.35872686  0.35894144  0.35218385
  0.36        0.33107114 -0.57235074 -4.67226     0.3599978   0.35983813
  0.3571586   0.22691528  0.33650228  0.34620404  0.19801538 -0.07037324
 -0.07404649 -0.06346452  0.2296764   0.3136986   0.34670204  0.3595033
 -0.46758556 -0.41480798  0.18825985  0.35683239 -4.6003156   0.36
 -0.2228781   0.32778877  0.3599988   0.34608257  0.25240743  0.21707053
  0.13660769  0.35809985  0.03083885  0.16902031]"
140,"[0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712 0.3069712
 0.3069712]"
141,"[ 0.11052279  0.34475535  0.3264973   0.30575234  0.3438739   0.04530457
  0.31981945  0.309314   -0.40344745  0.33651102  0.2021861   0.342184
 -1.4326464   0.34520328 -2.1468663   0.34103873  0.33639714  0.34016532
  0.33672208  0.3349891   0.33657268  0.33994567  0.3353043   0.32421386
  0.25907326  0.32348642  0.33470267 -0.4184299   0.3360807   0.31881344
 -0.6380436   0.32304963 -1.4039345   0.3280682  -0.09811139  0.3248029
  0.18833834  0.31305164  0.3171511   0.19616136  0.34137902  0.3282509
  0.34222198  0.336397    0.21738857  0.34711888  0.3248029   0.20587334
  0.33362105  0.33625698  0.32823065  0.34008673  0.3456527   0.34583277
 -0.7790375  -0.16557717  0.3143701   0.31501505  0.09483171  0.3401185
  0.24397834  0.28592455  0.3242137   0.32257697]"
142,"[-0.40985608  0.32382187  0.3396468   0.30338842  0.32415068 -0.17469263
  0.32612845  0.30927238  0.20927224  0.28988078  0.32067066  0.32862708
 -0.2898562   0.3353277  -0.30184877  0.32688737  0.34254187  0.3142698
  0.34400454  0.3391587  -0.28929     0.31382284  0.3425302   0.3286777
 -0.2604301   0.14425495  0.32449245  0.17380774  0.34181872  0.34602726
  0.20220047  0.33501202  0.09873933  0.3375174  -0.8738208   0.07006589
 -0.07669282  0.33757848  0.3410302   0.14209287  0.3416284   0.33741796
  0.3429743   0.151576   -0.20447648  0.34071797  0.32972112 -1.6710993
  0.32161587  0.3422417   0.3228083   0.33938575  0.33630037  0.3366874
 -0.1692918  -1.1623119  -0.51879454  0.33853468 -2.9044008   0.28448153
  0.29015458 -0.2608593   0.333094    0.33250442]"
143,"[  0.07826099   0.31664214  -1.2395658    0.25491783   0.3353964
   0.24910507   0.31079486   0.28161532   0.32999325  -0.23381305
   0.30261475   0.35403416   0.33893952   0.31669146   0.33325237
   0.32888165   0.32713324  -0.55890524   0.34796423  -2.4704957
   0.07445854   0.31748477   0.33983988  -1.127739     0.05410349
  -0.1735127    0.32767034   0.34306246   0.34485313   0.34854883
   0.31518003 -11.754022     0.28904036   0.34177408  -0.39196384
  -1.1360086    0.31423247   0.34351796   0.34791675  -2.9675956
  -1.0558287    0.32545254  -0.18032944   0.333052    -0.47029722
   0.34068593  -0.09060091  -1.2132198    0.34752184   0.34549218
   0.30999973  -3.1735544   -0.3805614    0.10589856  -1.4357603
   0.33839986   0.22451335   0.34383035  -0.08193132   0.34171942
  -0.15412009  -2.372345    -1.5553547    0.07259184]"
144,"[ 0.34334612  0.32575604 -0.06046554 -0.07260978  0.31441805  0.3381424
  0.34603584 -0.77761805  0.09111229  0.2806273   0.32469293  0.33168435
  0.02821469  0.33604228  0.32713735  0.3444551   0.3300078   0.02031058
  0.3317838  -1.1386231   0.32045895  0.32572094  0.33275533  0.29984993
 -0.01014     0.15324473  0.33058178  0.33890003  0.34576905  0.34949455
  0.3420936  -2.4216657   0.33720532  0.34512788  0.35809097  0.32523015
  0.304454    0.26341963  0.34934244  0.19076459 -0.3041252   0.3449856
 -2.5419192  -1.4797468   0.08874118  0.34294254  0.20140967  0.33086097
  0.2849397   0.3298252  -0.7255939   0.08915305  0.2709205   0.31432456
  0.00726581 -0.02368522  0.32373932  0.3444648   0.34562355  0.34446016
  0.33584905 -0.05126601 -3.794695   -0.01858476]"
145,"[ 0.34195206 -0.47987437 -0.17410624  0.33355403  0.33169603  0.34980118
 -0.54902583  0.31454828  0.24623647 -0.9960264   0.3187432   0.33413866
  0.18188578  0.32077244  0.3378655   0.3349147   0.31531906 -0.16356307
  0.32635254  0.23846662  0.01746121  0.34056267  0.33067766  0.3296541
 -0.3790009   0.07973868  0.33130896  0.3470271   0.34539354  0.3371296
 -4.1768813   0.2885757  -0.3206166   0.34600627 -0.22478867  0.30960453
  0.33864158  0.28137624  0.3490643  -0.80779016  0.35894683  0.3448982
 -1.38792    -1.700873    0.16544822  0.34399772  0.3396021   0.33632043
  0.31348488 -0.33913875  0.3181041   0.28181788  0.3142665   0.31883064
  0.27531433  0.2034812   0.04483104 -0.46474016  0.25975472  0.3493963
  0.19232279 -0.43359005  0.31186366  0.25160387]"
146,"[ 0.3512713  -0.02604651  0.32390615  0.35350603  0.3435921  -0.08039171
 -0.2138573   0.35299435  0.3581435  -0.17705882  0.35399374  0.33336943
  0.31013715  0.32308924  0.3578754   0.33723274  0.31850752 -0.470824
  0.3247654   0.3174445   0.3042406   0.32846656  0.3473352   0.33134615
  0.32893243 -2.7133431   0.31755742 -5.1519475   0.34548354  0.3407073
  0.3176397   0.3412523  -1.6971234   0.34608296 -0.9655076  -0.8331548
  0.34629676  0.283691   -0.05961645  0.3222255   0.34854758  0.34450835
 -0.24093986  0.24015528  0.33666015  0.3443475   0.1641964   0.21951948
  0.3045324  -1.6994051   0.33985248  0.34230983 -0.01153505  0.34168357
  0.32035103  0.32891807  0.2873424   0.34689802 -2.0173626   0.3424545
  0.34812444  0.21278805  0.01716909  0.15105733]"
147,"[ 3.4692872e-01  3.4387350e-01  3.3559477e-01  3.5972375e-01
  3.4791234e-01  2.9750991e-01  3.2615706e-01  3.5993171e-01
 -1.8580352e+00  1.7649880e-01  3.5877603e-01  3.3313802e-01
  3.0680710e-01  2.0511776e-01  3.5935551e-01  3.3747742e-01
  3.2142633e-01 -9.1232264e-01 -9.4661415e-03 -6.5111961e+00
 -8.8161027e-01  1.7022330e-01  3.4636965e-01 -4.0030742e-01
  3.3094606e-01 -7.7666068e-01  2.6289323e-01  2.9243040e-01
  3.4552848e-01  3.4889099e-01 -6.6321760e-02  3.4769487e-01
 -3.5277462e-01  2.9959044e-01  3.1218633e-01  3.4889325e-01
  2.9542631e-01  3.1015876e-01  2.9431704e-01  1.6431180e-01
  2.8807414e-01  3.3098936e-01 -2.2654478e+01 -3.4632115e+00
 -4.2076242e-01  3.4445167e-01 -9.5544875e-01  2.6285589e-01
  3.1679010e-01  3.3275747e-01  3.5927036e-01  3.2623070e-01
 -2.2309847e+00 -2.4705233e+01  2.6164728e-01  5.1993847e-02
  3.4855402e-01  3.4330398e-01  2.9887497e-01  3.4288716e-01
  3.3265609e-01 -4.2098653e-01 -6.7786008e-02  3.2035121e-01]"
148,"[ 0.32300428  0.3285633  -0.02598178  0.35995287  0.34842086  0.34506848
  0.31476596  0.3596656   0.33575657 -2.155345    0.35973704  0.33313307
  0.318012    0.10597104  0.35996464  0.33742896  0.32718068  0.22667108
 -0.24123663  0.32121736  0.34390485 -1.505227    0.35049978  0.35681793
  0.34527773 -0.8386272   0.3550908   0.3225121   0.34556067  0.35188934
  0.3580637  -0.6253299   0.29296106  0.32600674  0.3502539   0.25598907
  0.35808256  0.3439813   0.31616423 -2.7319717   0.3500887   0.32159364
  0.17823821  0.12274575 -5.10646     0.3444891   0.22591726 -0.70218396
  0.3398066   0.3450681   0.08560839  0.3427699   0.32268524  0.23670393
  0.2482757   0.24148023  0.3587009   0.34443858  0.31791982  0.3332683
  0.32979527 -4.797955    0.3072039   0.35066682]"
149,"[ 0.34168497  0.32757863  0.29510134  0.359991    0.34829435 -3.5710735
  0.34509128  0.35994527 -0.08543679 -0.16604877  0.35995224  0.3301364
  0.34523714 -0.20662093  0.3599944  -1.469704    0.32739115  0.34258583
  0.2110485  -0.01766333  0.09057581  0.35398707  0.3519079   0.09630427
  0.2617622   0.35423484  0.32602245 -1.3747694  -1.9821426   0.35217226
  0.21609803 -0.6030791   0.35183918  0.32656148  0.34292197  0.31798306
  0.35892868  0.35737634  0.12512562  0.12484209  0.34777433  0.33223766
  0.3293607   0.32018015  0.2912712   0.3445081   0.2677765   0.27006936
  0.3397403   0.33817592 -1.9628068   0.34459096 -0.18194383  0.35688803
  0.3030543  -0.8913692   0.35991514  0.34438244  0.34837744  0.28986606
  0.33607888  0.33046922  0.3224463   0.35245678]"
150,"[ 0.3588355   0.3533558   0.3030901   0.35999897  0.34820417  0.25243586
 -1.9131411   0.35999727  0.35427973  0.3260314   0.35999116  0.3562412
  0.3539284  -0.53587896  0.35999855  0.23329641 -1.8863901   0.29969728
 -1.5980533   0.15173584  0.2816622  -0.24728823  0.35161293  0.27316004
  0.3473833  -0.04674691  0.35136822  0.324408    0.33207306  0.3518622
  0.2970418  -4.924307    0.35818297  0.34047484  0.34563643  0.01650655
  0.35981295  0.35978672  0.07966638  0.06839806  0.34644875  0.3491661
  0.3529131   0.3430622   0.34131137  0.3333842   0.29493803  0.34081006
  0.33841038  0.34225702  0.3400693   0.35754776 -3.015102    0.34772885
  0.31757772  0.30484486  0.35998955  0.35812113  0.32578143  0.34415853
  0.3113338   0.29428163  0.30437732  0.34743133]"
151,"[ 0.35895854  0.35951915  0.25994426  0.3599998   0.3481824   0.3151812
  0.19636567  0.35999963  0.27123156  0.35453743  0.35999832 -0.01994884
  0.3580109   0.31032628  0.3599998  -0.21039802  0.31869897  0.354061
  0.31095678  0.27201152  0.35039422  0.35221717  0.35113734  0.33738312
  0.34623152 -0.03293404  0.35173813  0.3387255   0.32980785  0.3517067
  0.33068013  0.2900843   0.35985494  0.34779555  0.32891485  0.20306312
  0.35999647  0.35996833 -0.0991137   0.34499592  0.34645444  0.3587912
  0.3582072   0.34096202  0.33361015  0.3458322  -0.08010334  0.33057347
  0.33772245  0.1374635   0.35625264  0.35773832  0.3514934   0.31138486
  0.32794458  0.21857265  0.35999826  0.3581162   0.33980832  0.35104883
  0.35008055  0.32472485  0.2616887   0.35737738]"
152,"[ 3.40894371e-01  3.59904081e-01 -1.09971106e-01  3.59999955e-01
  3.29478174e-01  3.48779947e-01  3.53561580e-01  3.59999955e-01
  2.70933211e-01  3.45389903e-01  3.59999686e-01  3.23939383e-01
  3.59563172e-01  3.53710085e-01  3.59999985e-01  1.65158510e-03
  3.49898309e-01  3.59058142e-01  3.02381843e-01  3.50706697e-01
 -2.18981028e-01  3.46992254e-01  3.50922674e-01  1.86944276e-01
  3.47630262e-01  2.80439794e-01  3.59022886e-01  3.42620492e-01
  3.17151129e-01  3.51711780e-01  3.56062919e-01  3.55285496e-01
  3.59815836e-01  3.50282311e-01  3.38732004e-01  2.75211096e-01
  1.77440092e-01  1.05910242e-01  1.71759367e-01 -4.03449833e-01
  3.46721262e-01  3.58993590e-01  3.59761357e-01  3.30482095e-01
  9.92199183e-02  3.44547123e-01  2.58157134e-01  3.41213495e-01
  3.57409239e-01  3.58929574e-01  3.52017790e-01  3.59670520e-01
  3.42397511e-01  3.35512400e-01  3.15335691e-01 -7.59025478e+00
  3.59999686e-01 -1.94479346e-01  3.42373520e-01  3.35208267e-01
  3.49530131e-01  3.08589816e-01  2.96862781e-01  3.59162658e-01]"
153,"[ 0.35998884  0.3599882   0.2728061   0.36       -0.4501598   0.31996968
  0.34214205  0.36        0.3539313   0.3367576   0.35999995  0.30084908
  0.35997242 -0.91171634  0.36        0.28327832  0.3219088   0.35990062
  0.35266227  0.35924384  0.33335155  0.17195004  0.35088047 -1.4847617
  0.34708688  0.32605845  0.35967857  0.33599794  0.33465794 -0.06750861
  0.35972714 -0.8375696   0.35998365 -0.23595297  0.33731195  0.30882874
 -0.14615637  0.3448933   0.33270282  0.2228979   0.358989    0.35942706
  0.35995626  0.35363397 -1.4588884   0.34991178  0.35916045  0.08877003
  0.34497863  0.35007498  0.35944736  0.35997644  0.34334782  0.35849077
  0.35225403  0.32470143  0.35999995 -1.5301355   0.3426227   0.3509971
  0.35954165 -3.9771123   0.34131968  0.3599372 ]"
154,"[ 2.8313971e-01  3.5999790e-01  3.0881277e-01  3.6000001e-01
  3.1920916e-01 -5.2273273e-04  3.5754600e-01  3.6000001e-01
  3.5947329e-01 -6.3406706e-02  3.6000001e-01  3.5529032e-01
  3.5998872e-01  1.8858036e-01  3.6000001e-01  3.3520305e-01
  3.1631237e-01  3.5998181e-01  3.5511711e-01  3.5941261e-01
  3.1210876e-01  2.1165420e-01  3.5088223e-01  3.1324777e-01
  3.4692958e-01 -4.0432173e-01 -2.3012555e-01 -1.2687990e-01
  3.5726398e-01  3.5312548e-01  3.5946140e-01  1.9903660e-02
  3.5999906e-01  3.2884738e-01  3.2596797e-01  3.5099041e-01
  1.6604896e-01 -2.3952311e-01  2.9188991e-01 -2.2833395e-01
  3.5835901e-01  3.5997209e-01  3.5999179e-01  3.1646004e-01
  2.8438574e-01  2.6034027e-01  1.6717017e-01  3.3879387e-01
  3.5803682e-01  3.4550175e-01  2.5242665e-01  3.5999593e-01
  9.3188882e-03  3.5893804e-01  3.5723197e-01  3.4659240e-01
 -6.7675614e+00  3.2490432e-01  3.4201393e-01  3.5031345e-01
  3.5869947e-01  2.1155946e-01  3.5464865e-01  3.5998440e-01]"
155,"[ 0.3599552   0.35999966  0.33273613  0.36        0.3395735   0.12605703
  0.19730029  0.36        0.35993063 -0.29741716  0.36        0.28508976
  0.35999733  0.33259943  0.36        0.25993013 -1.3128797   0.35999715
  0.35826296  0.35989144  0.04534507  0.3446676   0.35088316 -4.6573744
  0.3468893   0.2067765   0.2717837   0.32665628  0.35891047  0.3586687
  0.35931566  0.21638283  0.35999987  0.347656    0.34172893  0.35812733
  0.03853291  0.34048286 -0.24256289 -1.9712528   0.35965744  0.3599976
  0.35999823  0.31344566  0.35497865  0.34935343  0.3393463   0.32145667
 -1.041306    0.35870433 -1.901795    0.35999936  0.33359492  0.3598851
  0.35876766  0.3480781   0.3457838   0.34495965  0.341664    0.35035995
  0.35956028  0.35076886  0.35684496  0.35999534]"
156,"[ 0.35997593  0.35999995  0.34456468  0.36        0.35210362  0.27547666
  0.2787519   0.36        0.35999382  0.32352844  0.36        0.00275677
  0.2866194   0.35408732  0.36       -0.41530037  0.27701563  0.35999945
  0.35951138  0.3570896   0.3525397  -0.49808246  0.35976782 -0.08428156
  0.35837653  0.3480368  -1.6765956   0.31364408  0.35988653  0.35965726
  0.35917503  0.33900353  0.35999998  0.34616446  0.34417903  0.35987827
  0.350149    0.34322822  0.287926    0.285664    0.35998258  0.35999924
  0.35999963  0.3575006   0.33697602  0.3257394   0.35939798  0.31899223
  0.33321333  0.35936663  0.33585513  0.3599999  -0.07707021  0.35999745
 -0.94788885  0.34765247  0.35905516 -1.1701545   0.34158412  0.3477824
  0.35999104  0.1837984   0.35435092  0.35999915]"
157,"[ 0.35999587  0.36        0.33238158  0.36        0.35860568  0.31728113
  0.21084769  0.36        0.3599987  -1.379773   -0.52877754  0.3425685
 -0.7373028   0.35878992  0.36        0.33225945  0.32319626  0.35999987
  0.35998046  0.3566562   0.3337236   0.34537214  0.35870567  0.3400803
  0.3593172   0.32673582 -0.04393941  0.35558408  0.35999224  0.35961658
  0.35829285  0.35781938  0.36        0.34782696  0.34620696  0.35999092
  0.3595068   0.35114878  0.29778245  0.34064853  0.35999736  0.35999992
  0.35999992  0.35803625 -2.2979813   0.31867126  0.35729393  0.3346299
  0.34283286 -5.2071524   0.3581238   0.35999998  0.24040124  0.35999995
  0.21425502 -8.047496    0.3598768   0.33866984  0.34158573  0.35030574
  0.35999754 -1.3968033   0.34778824  0.35999987]"
158,"[ 3.5999924e-01  3.6000001e-01  3.5295746e-01  3.6000001e-01
  3.5941339e-01  3.2631162e-01  3.4077546e-01  3.6000001e-01
  3.5999987e-01 -9.7161102e-01  2.4251431e-01 -1.4103647e+02
  3.3685997e-01  3.5985985e-01  3.6000001e-01 -1.4313950e+02
  3.5634542e-01  3.5999998e-01  3.5999119e-01  3.5995340e-01
  3.3966464e-01  3.4735635e-01  3.5965148e-01  3.4987873e-01
  3.5989439e-01  2.8287640e-01  3.4306666e-01  3.5858348e-01
  3.5999888e-01  3.5984993e-01  3.5669827e-01  3.5897657e-01
  3.6000001e-01  3.3187950e-01  3.4456459e-01  3.5999721e-01
  3.5974374e-01  3.5863337e-01  3.4079245e-01 -1.5841275e-01
  3.5999963e-01  3.6000001e-01  3.5999998e-01  3.5981131e-01
  2.4098170e-01  3.5657758e-01 -6.1650336e-01 -2.3252845e-02
 -1.1444715e+00  2.7626470e-01  3.5928917e-01  3.6000001e-01
 -1.9710146e+00  3.5999995e-01  3.5086781e-01  3.2632002e-01
 -1.0984739e+00 -1.6826183e-02  3.5775068e-01  2.5383198e-01
  3.5999948e-01 -6.3082069e-02  3.4878960e-01  3.5999998e-01]"
